"NAICS","Illustrative Examples"
"561720","Washroom sanitation services"
"561720","Housekeeping (i.e., cleaning) services"
"561720","Maid (i.e., cleaning) services"
"561790","Chimney cleaning services"
"561790","Swimming pool cleaning and maintenance services"
"561790","Ventilation duct cleaning services"
"561790","Building exterior cleaning services (except sandblasting and window cleaning)"
"561790","Drain or gutter cleaning services"
"561910","Blister packaging services"
"561910","Gift wrapping services"
"561910","Kit assembling and packaging services"
"561910","Apparel and textile folding and packaging services"
"561910","Shrink-wrapping services"
"561990","Bartering services"
"561990","Bottle exchanges"
"561990","Cloth cutting, bolting, or winding for the trade"
"561990","Diving services on a contract or fee basis"
"561990","Flagging (i.e., traffic control) services"
"561990","Float decorating services"
"561990","Inventory taking services"
"561990","Lumber grading services"
"561990","Contract meter reading services"
"56299","Cesspool cleaning services"
"56299","Portable toilet renting and/or servicing"
"56299","Sewer cleaning and rodding services"
"56299","Beach cleaning and maintenance services"
"56299","Pumping (i.e., cleaning) cesspools, portable toilets, or septic tanks"
"56299","Sewer or storm basin cleanout services"
"562998","Catch basin cleaning services"
"562998","Sewer cleaning and rodding services"
"562998","Tank cleaning and disposal services, commercial or industrial"
"562998","Beach cleaning and maintenance services"
"562998","Sewer or storm basin cleanout services"
"611110","Elementary schools"
"611110","High schools"
"611110","Kindergartens"
"611110","Military academies, elementary or secondary"
"611110","Parochial schools, elementary or secondary"
"611110","Primary schools"
"611110","Schools for the physically disabled, elementary or secondary"
"611310","Colleges (except junior colleges)"
"611310","Military academies, college level"
"611310","Professional schools (e.g., business administration, dental, law, medical)"
"611310","Theological seminaries offering baccalaureate or graduate degrees"
"611310","Universities"
"61151","Apprenticeship training programs"
"61151","Computer repair training"
"61151","Cosmetology schools"
"61151","Electronic equipment repair training"
"61151","Graphic arts schools"
"61151","Modeling schools"
"61151","Nursing schools (except academic)"
"61151","Real estate schools"
"61151","Truck driving schools"
"61151","Aviation and flight training instruction schools"
"611519","Bartending schools"
"611519","Broadcasting schools"
"611519","Computer repair training"
"611519","Graphic arts schools"
"611519","Modeling schools"
"611519","Real estate schools"
"611519","Truck driving schools"
"611610","Dance instruction"
"611610","Dance studios"
"611610","Drama schools (except academic)"
"611610","Fine arts schools (except academic)"
"611610","Music schools (except academic)"
"611610","Performing arts schools (except academic)"
"611610","Art (except commercial and graphic) instruction"
"611610","Music instruction (e.g., piano, guitar)"
"611610","Photography schools (except commercial photography)"
"611620","Camps, sports instruction"
"611620","Riding instruction academies or schools"
"611620","Swimming instruction"
"611620","Professional sports instructors (i.e., not participating in sporting events)"
"611620","Cheerleading instruction"
"611620","Gymnastics instruction"
"611620","Sports (e.g., baseball, basketball, football, golf) instruction"
"611620","Martial arts instruction, camps or schools"
"61169","Academic tutoring services"
"61169","Automobile driving schools"
"61169","Exam preparation services"
"61169","Public speaking training"
"61169","Speed reading instruction"
"611691","Academic tutoring services"
"611691","College board preparation centers"
"611691","Learning centers offering remedial courses"
"611691","Professional examination review instruction"
"611699","Public speaking training"
"611699","Speed reading instruction"
"611699","Survival training"
"611710","Educational consultants"
"611710","Educational guidance counseling services"
"611710","Educational testing evaluation services"
"611710","Educational testing services"
"611710","Student exchange programs"
"621340","Audiologists' offices"
"621340","Recreational (e.g., art, dance, music) therapists' offices"
"621340","Industrial therapists' offices"
"621340","Speech pathologists' offices"
"621340","Occupational therapists' offices"
"621340","Physical therapists' offices"
"62139","Acupuncturists' (except MDs or DOs) offices"
"62139","Inhalation or respiratory therapists' offices"
"62139","Dental hygienists' offices"
"62139","Midwives' offices"
"62139","Denturists' offices"
"62139","Naturopaths' offices"
"62139","Dietitians' offices"
"62139","Podiatrists' offices"
"62139","Homeopaths' offices"
"62139","Registered or licensed practical nurses' offices"
"621399","Acupuncturists' (except MDs or DOs) offices"
"621399","Hypnotherapists' offices"
"621399","Dental hygienists' offices"
"621399","Inhalation or respiratory therapists' offices"
"621399","Denturists' offices"
"621399","Midwives' offices"
"621399","Dietitians' offices"
"621399","Naturopaths' offices"
"621399","Homeopaths' offices"
"621399","Registered or licensed practical nurses' offices"
"621410","Birth control clinics"
"621410","Childbirth preparation classes"
"621410","Fertility clinics"
"621410","Pregnancy counseling centers"
"621420","Outpatient mental health centers and clinics (except hospitals)"
"621420","Outpatient alcoholism treatment centers and clinics (except hospitals)"
"621420","Outpatient detoxification centers and clinics (except hospitals)"
"621420","Outpatient substance abuse treatment centers and clinics (except hospitals)"
"621420","Outpatient drug addiction treatment centers and clinics (except hospitals)"
"62149","Dialysis centers and clinics"
"62149","Freestanding ambulatory surgical centers and clinics"
"62149","Freestanding emergency medical centers and clinics"
"62149","Health maintenance organization (HMO) medical centers and clinics"
"62149","Outpatient biofeedback centers and clinics"
"62149","Outpatient community health centers and clinics"
"62149","Outpatient sleep disorder centers and clinics"
"621493","Freestanding ambulatory surgical centers and clinics"
"621493","Freestanding emergency medical centers and clinics"
"621493","Freestanding trauma centers (except hospitals)"
"621493","Urgent medical care centers and clinics (except hospitals)"
"621498","Outpatient biofeedback centers and clinics"
"621498","Outpatient pain therapy centers and clinics"
"621498","Outpatient community health centers and clinics"
"621498","Outpatient sleep disorder centers and clinics"
"62151","Medical pathology laboratories"
"62151","Dental or medical X-ray laboratories"
"62151","Diagnostic imaging centers"
"62151","Medical testing laboratories"
"62151","Medical forensic laboratories"
"621511","Blood analysis laboratories"
"621511","Medical pathology laboratories"
"621511","Medical bacteriological laboratories"
"621511","Medical testing laboratories"
"621511","Medical forensic laboratories"
"621511","Manufacturing."
"621512","Computer tomography (CT-scan) centers"
"621512","Magnetic resonance imaging (MRI) centers"
"621512","Medical radiological laboratories"
"621512","Ultrasound imaging centers"
"621512","Dental or medical X-ray laboratories"
"621610","Home health care agencies"
"621610","Visiting nurse associations"
"621610","In-home hospice care services"
"62199","Blood donor stations"
"62199","Health screening services (except by offices of health practitioners)"
"62199","Hearing testing services (except by offices of audiologists)"
"62199","Pacemaker monitoring services"
"62199","Physical fitness evaluation services (except by offices of health practitioners)"
"62199","Smoking cessation programs"
"62199","Blood or body organ banks"
"621999","Health screening services (except by offices of health practitioners)"
"621999","Hearing testing services (except by offices of audiologists)"
"621999","Pacemaker monitoring services"
"621999","Physical fitness evaluation services (except by offices of health practitioners)"
"621999","Smoking cessation programs"
"623110","Convalescent homes or convalescent hospitals (except psychiatric)"
"623110","Nursing homes"
"623110","Rest homes with nursing care"
"623110","Assisted living facilities for the elderly with nursing care"
"623110","Inpatient care hospices"
"623220","Mental health halfway houses"
"623220","Psychiatric convalescent homes or hospitals"
"623220","Residential group homes for the emotionally disturbed"
"623220","Alcoholism or drug addiction rehabilitation facilities (except licensed hospitals)"
"62331","Continuing care retirement communities"
"62331","Rest homes without nursing care"
"62331","Assisted living facilities"
"62331","Assisted living facilities for the elderly without nursing care"
"623312","Rest homes without nursing care"
"623312","Assisted living facilities without on-site nursing care facilities"
"623312","Assisted living facilities for the elderly without nursing care"
"623990","Child group foster homes"
"623990","Delinquent youth halfway group homes"
"623990","Group homes for the disabled without nursing care"
"623990","Homes for unwed mothers"
"623990","Orphanages"
"623990","Group homes for the hearing or visually impaired"
"623990","Halfway group homes for delinquents or ex-offenders"
"624110","Adoption agencies"
"624110","Youth centers (except recreational only)"
"624110","Youth self-help organizations"
"624110","Child guidance organizations"
"624110","Foster care placement services"
"624190","Crisis intervention centers"
"624190","Family welfare services"
"624190","Hotline centers"
"624190","Marriage counseling services (except by offices of mental health practitioners)"
"624190","Suicide crisis centers"
"624190","Telephone counseling services"
"624190","Community action services agencies"
"624190","Multipurpose social services centers"
"624190","Family social services agencies"
"624190","Self-help organizations (except for disabled persons, the elderly, persons diagnosed with intellectual and"
"624190","developmental disabilities)"
"624410","Nursery schools"
"624410","Preschool centers"
"624410","Child day care babysitting services"
"624410","Child or infant day care centers"
"711110","Comedy troupes"
"711110","Opera companies"
"711110","Live theatrical productions (except dance)"
"711110","Theatrical stock or repertory companies"
"711110","Musical theater companies"
"711130","Bands"
"711130","Drum and bugle corps (i.e., drill teams)"
"711130","Orchestras"
"711130","Musical groups (except theatrical musical groups)"
"711130","Independent musicians or vocalists"
"711190","Carnival traveling shows"
"711190","Circuses"
"711190","Ice skating companies"
"711190","Magic shows"
"711410","Literary agents"
"711410","Modeling agents"
"711410","Talent agents"
"711410","Celebrity agents or managers"
"711410","Sports figure agents or managers"
"711510","Independent actors or actresses"
"711510","Independent producers"
"711510","Independent art restorers"
"711510","Independent recording technicians"
"711510","Independent artists (except musical, commercial, or medical)"
"711510","Independent speakers"
"711510","Independent cartoonists"
"711510","Independent theatrical costume designers"
"711510","Independent dancers"
"711510","Independent theatrical lighting technicians"
"711510","Independent journalists"
"712110","Art galleries (except retail)"
"712110","Art museums"
"712110","Halls of fame"
"712110","Planetariums"
"712110","Wax museums"
"712110","Science or technology museums"
"712130","Aquariums"
"712130","Arboreta"
"712130","Aviaries"
"712130","Wild animal parks"
"712130","Zoological gardens"
"712190","Conservation areas"
"712190","National parks"
"712190","Bird or wildlife sanctuaries"
"712190","Natural wonder (e.g., cavern, waterfall) tourist attractions"
"712190","Nature centers or preserves"
"713290","Bookmakers"
"713290","Card rooms (e.g., poker rooms)"
"713290","Lottery ticket sales agents (except retail stores)"
"713290","Bingo, off-track betting, or slot machine parlors"
"713290","Coin-operated gambling device concession operators (i.e., supplying and servicing in others' facilities)"
"713940","Gymnasiums"
"713940","Physical fitness centers"
"713940","Aerobic dance or exercise centers"
"713940","Ice or roller skating rinks"
"713940","Handball, racquetball, or tennis club facilities"
"713940","Swimming or wave pools"
"713990","Dance halls"
"713990","Miniature golf courses"
"713990","Recreational day camps (except instructional)"
"713990","Riding stables"
"713990","Amusement ride or coin-operated nongambling amusement device concession operators (i.e.,"
"713990","supplying or servicing in others' facilities)"
"713990","Archery or shooting ranges"
"713990","Billiard or pool parlors"
"713990","Recreational or youth sports teams"
"713990","Boating clubs (without marinas)"
"713990","Recreational sports clubs (i.e., sports teams) not operating facilities"
"72119","Guest houses"
"72119","Tourist homes"
"72119","Youth hostels"
"72119","Bed-and-breakfast inns"
"72119","Housekeeping cabins and cottages"
"721199","Guest houses"
"721199","Tourist homes"
"721199","Youth hostels"
"721199","Housekeeping cabins and cottages"
"72121","Recreational vehicle parks"
"72121","Travel trailer campsites"
"72121","Fishing and hunting camps"
"72121","Outdoor adventure retreats"
"72121","Vacation camps (except instructional, day)"
"721214","Wilderness camps"
"721214","Fishing camps"
"721214","Vacation camps (except instructional, day)"
"721214","Hunting camps"
"721214","Outdoor adventure retreats"
"721310","Fraternity houses"
"721310","Sorority houses"
"721310","Workers' camps"
"721310","Dormitories (off campus)"
"721310","Rooming houses"
"722310","Airline food service contractors"
"722310","Food concession contractors (e.g., at sporting, entertainment, convention facilities)"
"722310","Cafeteria food service contractors (e.g., at schools, hospitals, government offices)"
"722330","Ice cream truck vendors"
"722330","Mobile food concession stands"
"722330","Mobile canteens"
"722330","Mobile refreshment stands"
"722330","Mobile food carts"
"722330","Mobile snack stands"
"722513","Delicatessen restaurants"
"722513","Family restaurants, limited-service"
"722513","Fast-food restaurants"
"722513","Pizza delivery shops"
"722513","Takeout eating places"
"722513","Takeout sandwich shops"
"722513","Limited-service pizza parlors"
"722515","Ice cream parlors"
"722515","Beverage bars"
"722515","Carryout service doughnut shops with on-premises baking"
"722515","Carryout service bagel shops with on-premises baking"
"722515","Carryout service pretzel shops with on-premises baking"
"722515","Carryout service cookie shops with on-premises baking"
"722515","Coffee shops, on-premises brewing"
"811111","Automotive engine repair and replacement shops"
"811111","General automotive repair shops"
"811111","Automobile repair garages (except gasoline service stations)"
"811112","Automotive exhaust system replacement and repair shops"
"811112","Automotive muffler replacement and repair shops"
"811118","Automotive brake repair shops"
"811118","Automotive electrical repair shops"
"811118","Automotive radiator repair shops"
"811118","Automotive tune-up shops"
"81112","Automotive body shops"
"81112","Automotive glass shops"
"81112","Automotive paint shops"
"811121","Automotive body shops"
"811121","Automotive paint shops"
"811121","Automotive upholstery shops"
"81119","Automotive air-conditioning repair shops"
"81119","Automotive oil change and lubrication shops"
"81119","Automotive rustproofing and undercoating shops"
"81119","Car washes"
"81119","Automotive tire repair shops"
"811192","Car washes"
"811192","Mobile car and truck washes"
"811192","Automotive detail shops"
"811198","Automotive air-conditioning repair shops"
"811198","Automotive rustproofing and undercoating shops"
"811198","Automotive tire repair (except retreading) shops"
"81211","Barber shops"
"81211","Beauty salons"
"81211","Nail salons"
"81211","Hair stylist shops"
"81211","Cosmetology salons"
"812112","Cosmetology salons or shops"
"812112","Beauty parlors or shops"
"812112","Facial salons or shops"
"812112","Combined beauty and barber shops"
"812112","Hairdressing salons or shops"
"812112","Unisex or women's hair stylist shops"
"81219","Ear piercing services"
"81219","Massage parlors"
"81219","Tanning salons"
"81219","Tattoo parlors"
"81219","Depilatory or electrolysis (i.e., hair removal) salons"
"81219","Permanent makeup salons"
"81219","Steam or turkish baths"
"81219","Hair replacement (except by offices of physicians) or weaving services"
"81219","Nonmedical diet and weight reducing centers"
"812199","Ear piercing services"
"812199","Massage parlors"
"812199","Saunas"
"812199","Tanning salons"
"812199","Tattoo parlors"
"812199","Depilatory or electrolysis (i.e., hair removal) salons"
"812199","Steam or turkish baths"
"812199","Hair replacement (except by offices of physicians) or weaving services"
"812199","Permanent makeup salons"
"812220","Crematories (except combined with funeral homes)"
"812220","Mausoleums"
"812220","Memorial gardens (i.e., burial places)"
"812220","Pet cemeteries"
"812220","Cemetery associations (i.e., operators of cemeteries)"
"812990","Consumer buying services"
"812990","Dating services"
"812990","Shoeshine services"
"812990","Social escort services"
"812990","Wedding planning services"
"812990","Bail bonding or bondsperson services"
"812990","Coin-operated personal services machine (e.g., blood pressure, locker, photographic, scale, shoeshine) concession"
"812990","operators"
"813110","Churches"
"813110","Monasteries (except schools)"
"813110","Mosques, religious"
"813110","Shrines, religious"
"813110","Synagogues"
"813110","Temples, religious"
"813211","Community foundations"
"813211","Corporate foundations, awarding grants"
"813211","Grantmaking foundations"
"813211","Philanthropic trusts"
"813211","Scholarship trusts"
"813212","Disease awareness fundraising organizations"
"813212","Health research fundraising organizations"
"813212","Voluntary health organizations"
"813212","Disease research (e.g., heart, cancer) fundraising organizations"
"813219","Community chests"
"813219","Federated charities"
"813219","United fund councils"
"813219","United funds for colleges"
"813219","Political Organizations; and"
"81331","Community action advocacy organizations"
"81331","Conservation advocacy organizations"
"81331","Environmental advocacy organizations"
"81331","Firearms advocacy organizations"
"81331","Human rights advocacy organizations"
"81331","Wildlife preservation organizations"
"813311","Civil liberties organizations"
"813311","Human rights advocacy organizations"
"813311","Veterans' rights organizations"
"813311","Senior citizens' advocacy organizations"
"813312","Animal rights organizations"
"813312","Conservation advocacy organizations"
"813312","Humane societies"
"813312","Natural resource preservation organizations"
"813312","Wildlife preservation organizations"
"813319","Community action advocacy organizations"
"813319","Firearms advocacy organizations"
"813319","Peace advocacy organizations"
"813319","Substance abuse prevention advocacy organizations"
"813319","Taxpayers' advocacy organizations"
"813410","Alumni associations"
"813410","Booster clubs"
"813410","Ethnic associations"
"813410","Fraternal lodges"
"813410","Granges"
"813410","Scouting organizations"
"813410","Social clubs"
"813410","Automobile clubs (except travel)"
"813410","Parent-teacher associations"
"813410","Veterans' membership organizations"
"813910","Agricultural organizations (except youth farming organizations, farm granges)"
"813910","Chambers of commerce"
"813910","Manufacturers' associations"
"813910","Real estate boards"
"813910","Trade associations"
"813920","Bar associations"
"813920","Dentists' associations"
"813920","Engineers' associations"
"813920","Health professionals' associations"
"813920","Learned societies"
"813920","Peer review boards"
"813920","Professional standards review boards"
"813920","Scientists' associations"
"813940","Campaign organizations, political"
"813940","Political action committees (PACs)"
"813940","Political campaign organizations"
"813940","Political organizations or clubs"
"813940","Political parties"
"813990","Cooperative owners' associations"
"813990","Property owners' associations"
"813990","Athletic associations, regulatory or administrative"
"813990","Condominium and homeowners' associations"
"813990","Tenant associations (except advocacy)"
"921190","Civil rights commissions"
"921190","Civil service commissions"
"921190","General services departments, government"
"921190","Personnel offices, government"
"921190","Supply agencies, government"
"922130","Attorney generals' offices"
"922130","District attorneys' offices"
"922130","Public defenders' offices"
"922130","Public prosecutors' offices"
"922140","Correctional institutions, public administration"
"922140","Penitentiaries, public administration"
"922140","Detention centers, public administration"
"922140","Prisons, public administration"
"922140","Jails, public administration"
"922190","Disaster preparedness and management offices, government"
"922190","Emergency planning and management offices, government"
"922190","Public safety bureaus and statistics centers, government"
"922190","Consumer product safety commissions, public administration"
"923110","Education statistics centers, government"
"923110","State education departments"
"923110","University regents or boards, government"
"923110","Education offices, nonoperating, public administration"
"923120","Communicable disease program administration, public administration"
"923120","Mental health program administration, public administration"
"923120","Coroners' offices, public administration"
"923120","Public health program administration, nonoperating, public administration"
"923120","Health program administration, public administration"
"924110","Environmental protection program administration, public administration"
"924110","Waste management program (except sanitation districts) administration, public administration"
"924110","Pollution control program administration, public administration"
"924110","Water control and quality program administration, public administration"
"925120","Land redevelopment agencies, government"
"925120","Urban planning commissions, government"
"925120","Regional planning and development program administration, public administration"
"925120","Zoning boards and commissions, public administration"
"926110","Economic development agencies, government"
"926110","Trade commissions, government"
"926110","Consumer protection offices, public administration"
"926110","Small business development agencies, public administration"
"926110","General economics statistical agencies, public administration"
"926150","Building inspections, government"
"926150","Insurance commissions, government"
"926150","Labor management negotiations boards, government"
"926150","Licensing and permit issuance for business operations, government"
"926150","Licensing and permit issuance for professional occupations, government"
"926150","Alcoholic beverage control boards, public administration"
"926150","Banking regulatory agencies, public administration"
"926150","Securities regulation commissions, public administration"
"928110","Air Force"
"928110","Army"
"928110","Marine Corps"
"928110","Military police"
"928110","National Guard"
"928110","Navy"
"928110","Military training schools (except military service academies)"
"928110","Military courts"
