"NAICS","NAICS Index Item","Source","Revision"
"423910","Swimming pools and equipment merchant wholesalers","NAICS MANUAL",""
"423910","Tennis equipment and supplies merchant wholesalers","NAICS MANUAL",""
"423910","Tennis equipment and supply merchant wholesalers","BLS SINGULAR",""
"423910","Trapshooting equipment and supplies merchant wholesalers","NAICS MANUAL",""
"423910","Trapshooting equipment and supply merchant wholesalers","BLS SINGULAR",""
"423910","Yachts, pleasure, merchant wholesalers","2017 ADD",""
"423920","Board games merchant wholesalers","2017 ADD",""
"423920","Card games merchant wholesalers","2017 ADD",""
"423920","Children's vehicles (except bicycles) merchant wholesalers","NAICS MANUAL",""
"423920","Coloring books merchant wholesalers","NAICS MANUAL",""
"423920","Craft kits merchant wholesalers","NAICS MANUAL",""
"423920","Dolls merchant wholesalers","NAICS MANUAL",""
"423920","Electronic games merchant wholesalers","NAICS MANUAL",""
"423920","Fireworks merchant wholesalers","NAICS MANUAL",""
"423920","Games (except coin-operated) merchant wholesalers","NAICS MANUAL",""
"423920","Gaming consoles merchant wholesalers","2017 ADD",""
"423920","Hobby craft kits merchant wholesalers","2017 ADD",""
"423920","Hobbyists' supplies merchant wholesalers","NAICS MANUAL",""
"423920","Hobbyists' supply merchant wholesalers","BLS SINGULAR",""
"423920","Model kits merchant wholesalers","NAICS MANUAL",""
"423920","Playing cards merchant wholesalers","NAICS MANUAL",""
"423920","Puzzles merchant wholesalers","NAICS MANUAL",""
"423920","Science kits and sets merchant wholesalers","2017 ADD",""
"423920","Stamps, philatelist, merchant wholesalers","2017 ADD",""
"423920","Toy furniture merchant wholesalers","2017 ADD",""
"423920","Toys (including electronic) merchant wholesalers","NAICS MANUAL",""
"423920","Trading cards merchant wholesalers","2017 ADD",""
"423920","Vehicles, children's (except bicycles), merchant wholesalers","NAICS MANUAL",""
"423920","Video games merchant wholesalers","2017 ADD",""
"423930","Bags, reclaimed, merchant wholesalers","2017 ADD",""
"423930","Bottles, waste, merchant wholesalers","NAICS MANUAL",""
"423930","Boxes, waste, merchant wholesalers","NAICS MANUAL",""
"423930","Electronics parts, recyclable, merchant wholesalers","2017 ADD",""
"423930","Fur cuttings and scraps merchant wholesalers","NAICS MANUAL",""
"423930","General-line scrap merchant wholesalers","NAICS MANUAL",""
"423930","Glass scrap merchant wholesalers","NAICS MANUAL",""
"423930","Industrial wastes to be reclaimed merchant wholesalers","NAICS MANUAL",""
"423930","Metal scrap and waste merchant wholesalers","NAICS MANUAL",""
"423930","Oil, waste, merchant wholesalers","NAICS MANUAL",""
"423930","Paper, scrap, merchant wholesalers","NAICS MANUAL",""
"423930","Plastics scrap merchant wholesalers","NAICS MANUAL",""
"423930","Rags merchant wholesalers","NAICS MANUAL",""
"423930","Recyclable materials (e.g., glass, metal, paper) merchant wholesalers","NAICS MANUAL",""
"423930","Rubber scrap and scrap tires merchant wholesalers","NAICS MANUAL",""
"423930","Salvage, scrap, merchant wholesalers","2017 ADD",""
"423930","Scrap materials (e.g., automotive, industrial) merchant wholesalers","2017 ADD",""
"423930","Ship dismantling (except at floating drydocks and shipyards) merchant wholesalers","NAICS MANUAL",""
"423930","Textile waste merchant wholesalers","NAICS MANUAL",""
"423930","Tires, scrap, merchant wholesalers","NAICS MANUAL",""
"423930","Waste materials merchant wholesalers","NAICS MANUAL",""
"423940","Antique jewelry merchant wholesalers","NAICS MANUAL",""
"423940","Clocks merchant wholesalers","NAICS MANUAL",""
"423940","Coins merchant wholesalers","NAICS MANUAL",""
"423940","Costume jewelry merchant wholesalers","NAICS MANUAL",""
"423940","Diamonds (except industrial) merchant wholesalers","NAICS MANUAL",""
"423940","Flatware, precious and plated, merchant wholesalers","NAICS MANUAL",""
"423940","Gem stones merchant wholesalers","NAICS MANUAL",""
"423940","Hollowware, precious metal, merchant wholesalers","2017 ADD",""
"423940","Ingots, precious, merchant wholesalers","NAICS MANUAL",""
"423940","Jewelers' findings merchant wholesalers","NAICS MANUAL",""
"423940","Jewelry merchant wholesalers","NAICS MANUAL",""
"423940","Medallions merchant wholesalers","2017 ADD",""
"423940","Metals, precious, merchant wholesalers","NAICS MANUAL",""
"423940","Numismatic goods merchant wholesalers","2017 ADD",""
"423940","Pearls merchant wholesalers","NAICS MANUAL",""
"423940","Plated metal cutlery or flatware merchant wholesalers","NAICS MANUAL",""
"423940","Precious and semiprecious stones merchant wholesalers","NAICS MANUAL",""
"423940","Precious metals merchant wholesalers","NAICS MANUAL",""
"423940","Silverware, precious and plated, merchant wholesalers","NAICS MANUAL",""
"423940","Stones, precious and semiprecious, merchant wholesalers","NAICS MANUAL",""
"423940","Tableware, precious and plated, merchant wholesalers","NAICS MANUAL",""
"423940","Trophies merchant wholesalers","NAICS MANUAL",""
"423940","Trophy merchant wholesalers","BLS SINGULAR",""
"423940","Watchcases merchant wholesalers","2017 ADD",""
"423940","Watches and parts merchant wholesalers","NAICS MANUAL",""
"423990","Ammunition (except sporting) merchant wholesalers","NAICS MANUAL",""
"423990","Audio and video tapes and disks, prerecorded, merchant wholesalers","NAICS MANUAL",""
"423990","Billboards merchant wholesalers","2017 ADD",""
"423990","Briefcases merchant wholesalers","2017 ADD",""
"423990","Bulletproof vests merchant wholesalers","2017 ADD",""
"423990","Cassettes, prerecorded audio and video, merchant wholesalers","NAICS MANUAL",""
"423990","Coin-operated game machines merchant wholesalers","NAICS MANUAL",""
"423990","Compact discs (CDs), prerecorded, merchant wholesalers","NAICS MANUAL",""
"423990","Digital video discs (DVDs), prerecorded, merchant wholesalers","NAICS MANUAL",""
"423990","Extinguishers, fire, merchant wholesalers","NAICS MANUAL",""
"423990","Fire extinguisher sales combined with rental and/or service, merchant wholesalers","NAICS MANUAL",""
"423990","Fire extinguishers merchant wholesalers","NAICS MANUAL",""
"423990","Firearms (except sporting) merchant wholesalers","NAICS MANUAL",""
"423990","Firewood merchant wholesalers","NAICS MANUAL",""
"423990","Forest products (except lumber) merchant wholesalers","NAICS MANUAL",""
"423990","Games, coin-operated, merchant wholesalers","NAICS MANUAL",""
"423990","Gas lighting fixtures merchant wholesalers","NAICS MANUAL",""
"423990","General merchandise, durable goods, merchant wholesalers","NAICS MANUAL",""
"423990","Guns (except sporting) merchant wholesalers","NAICS MANUAL",""
"423990","Instruments, musical, merchant wholesalers","NAICS MANUAL",""
"423990","Lighting equipment, gas, merchant wholesalers","NAICS MANUAL",""
"423990","Logs merchant wholesalers","2017 ADD",""
"423990","Luggage merchant wholesalers","NAICS MANUAL",""
"423990","Mailboxes merchant wholesalers","2017 ADD",""
"423990","Monuments and grave markers merchant wholesalers","NAICS MANUAL",""
"423990","Musical instrument accessories and supplies merchant wholesalers","NAICS MANUAL",""
"423990","Musical instrument accessory and supply merchant wholesalers","BLS SINGULAR",""
"423990","Musical instruments merchant wholesalers","NAICS MANUAL",""
"423990","Musical recordings (e.g., compact discs, records, tapes) merchant wholesalers","NAICS MANUAL",""
"423990","Ordnance and accessories merchant wholesalers","NAICS MANUAL",""
"423990","Ordnance and accessory merchant wholesalers","BLS SINGULAR",""
"423990","Phonograph records merchant wholesalers","NAICS MANUAL",""
"423990","Prerecorded audio and video tapes and discs merchant wholesalers","NAICS MANUAL",""
"423990","Pulpwood merchant wholesalers","NAICS MANUAL",""
"423990","Railroad ties, wood, merchant wholesalers","NAICS MANUAL",""
"423990","Roundwood merchant wholesalers","NAICS MANUAL",""
"423990","Safety deposit boxes merchant wholesalers","2017 ADD",""
"423990","Safety devices (e.g., eye shields, face shields) merchant wholesalers","2017 ADD",""
"423990","Signs (except electrical) merchant wholesalers","NAICS MANUAL",""
"423990","Suitcases merchant wholesalers","2017 ADD",""
"423990","Tapes, prerecorded, audio or video, merchant wholesalers","NAICS MANUAL",""
"423990","Ties, wood, merchant wholesalers","NAICS MANUAL",""
"423990","Timber and timber products (except lumber) merchant wholesalers","NAICS MANUAL",""
"423990","Tombstones merchant wholesalers","2017 ADD",""
"423990","Video tapes, prerecorded, merchant wholesalers","NAICS MANUAL",""
"423990","Wood products (e.g., chips, posts, shavings, ties) merchant wholesalers","NAICS MANUAL",""
"424110","Envelope paper, bulk, merchant wholesalers","NAICS MANUAL",""
"424110","Fine paper, bulk, merchant wholesalers","NAICS MANUAL",""
"424110","Groundwood paper, bulk, merchant wholesalers","NAICS MANUAL",""
"424110","Newsprint merchant wholesalers","NAICS MANUAL",""
"424110","Paper (e.g., fine, printing, writing), bulk, merchant wholesalers","NAICS MANUAL",""
"424110","Printing paper, bulk, merchant wholesalers","NAICS MANUAL",""
"424120","Albums, photo, merchant wholesalers","NAICS MANUAL",""
"424120","Binders, looseleaf, merchant wholesalers","NAICS MANUAL",""
"424120","Blankbooks merchant wholesalers","NAICS MANUAL",""
"424120","Books, sales or receipt, merchant wholesalers","NAICS MANUAL",""
"424120","Cards, greeting, merchant wholesalers","NAICS MANUAL",""
"424120","Cartridge toner merchant wholesalers","NAICS MANUAL",""
"424120","Cellophane tape merchant wholesalers","NAICS MANUAL",""
"424120","Commercial stationery supplies merchant wholesalers","NAICS MANUAL",""
"424120","Commercial stationery supply merchant wholesalers","BLS SINGULAR",""
"424120","Computer paper supplies merchant wholesalers","NAICS MANUAL",""
"424120","Computer paper supply merchant wholesalers","BLS SINGULAR",""
"424120","Desk accessories, office, merchant wholesalers","2017 ADD",""
"424120","Envelopes merchant wholesalers","NAICS MANUAL",""
"424120","File cards and folders merchant wholesalers","NAICS MANUAL",""
"424120","Filler paper, looseleaf, merchant wholesalers","2017 ADD",""
"424120","Folders, file, merchant wholesalers","NAICS MANUAL",""
"424120","Forms, paper (e.g., business, office, sales), merchant wholesalers","NAICS MANUAL",""
"424120","Gift wrapping paper merchant wholesalers","NAICS MANUAL",""
"424120","Greeting cards merchant wholesalers","NAICS MANUAL",""
"424120","Gummed tapes, cellophane, merchant wholesalers","NAICS MANUAL",""
"424120","Ink, writing, merchant wholesalers","NAICS MANUAL",""
"424120","Inked ribbons merchant wholesalers","NAICS MANUAL",""
"424120","Inks, pastes, and solvents, office, merchant wholesalers","2017 ADD",""
"424120","Looseleaf binders merchant wholesalers","NAICS MANUAL",""
"424120","Manifold business forms merchant wholesalers","2017 ADD",""
"424120","Marking devices merchant wholesalers","NAICS MANUAL",""
"424120","Notebooks merchant wholesalers","NAICS MANUAL",""
"424120","Office supplies (except furniture, machines) merchant wholesalers","NAICS MANUAL",""
"424120","Office supply (except furniture, machines) merchant wholesalers","BLS SINGULAR",""
"424120","Paper, office (e.g., carbon, computer, copier, typewriter), merchant wholesalers","NAICS MANUAL",""
"424120","Pencils merchant wholesalers","NAICS MANUAL",""
"424120","Pens, writing, merchant wholesalers","NAICS MANUAL",""
"424120","Photo albums merchant wholesalers","NAICS MANUAL",""
"424120","Photocopy supplies merchant wholesalers","NAICS MANUAL",""
"424120","Photocopy supply merchant wholesalers","BLS SINGULAR",""
"424120","Postcards merchant wholesalers","NAICS MANUAL",""
"424120","Printing paper (except bulk) merchant wholesalers","NAICS MANUAL",""
"424120","Receipt books merchant wholesalers","NAICS MANUAL",""
"424120","Ribbons, inked, merchant wholesalers","NAICS MANUAL",""
"424120","Rubber stamps merchant wholesalers","2017 ADD",""
"424120","Sales books merchant wholesalers","NAICS MANUAL",""
"424120","Scrapbooks merchant wholesalers","NAICS MANUAL",""
"424120","Social stationery merchant wholesalers","NAICS MANUAL",""
"424120","Stationery supplies merchant wholesalers","NAICS MANUAL",""
"424120","Stationery supply merchant wholesalers","BLS SINGULAR",""
"424120","Tapes, cellophane, merchant wholesalers","NAICS MANUAL",""
"424120","Toner cartridges merchant wholesalers","NAICS MANUAL",""
"424120","Typewriter paper merchant wholesalers","NAICS MANUAL",""
"424120","Writing paper (except bulk) merchant wholesalers","NAICS MANUAL",""
"424130","Bags, paper and disposable plastics, merchant wholesalers","NAICS MANUAL",""
"424130","Boxes, paperboard and disposable plastics, merchant wholesalers","NAICS MANUAL",""
"424130","Cardboard products merchant wholesalers","NAICS MANUAL",""
"424130","Cartons, paper and paperboard, merchant wholesalers","NAICS MANUAL",""
"424130","Closures, paper and disposable plastics, merchant wholesalers","NAICS MANUAL",""
"424130","Containers, paper and disposable plastics, merchant wholesalers","NAICS MANUAL",""
"424130","Converted paper (except stationery and office supplies) merchant wholesalers","NAICS MANUAL",""
"424130","Corrugated paper merchant wholesalers","2017 ADD",""
"424130","Crates, paperboard and disposable plastics, merchant wholesalers","2017 ADD",""
"424130","Cups, paper and disposable plastics, merchant wholesalers","NAICS MANUAL",""
"424130","Diapers, paper, merchant wholesalers","NAICS MANUAL",""
"424130","Dishes, paper and disposable plastics, merchant wholesalers","NAICS MANUAL",""
"424130","Disposable plastics products (e.g., boxes, cups, cutlery, dishes, sanitary food containers) merchant wholesalers","NAICS MANUAL",""
"424130","Eating utensils, disposable plastics, merchant wholesalers","NAICS MANUAL",""
"424130","Egg cartons, paper and disposable plastics, merchant wholesalers","2017 ADD",""
"424130","Facial tissue merchant wholesalers","NAICS MANUAL",""
"424130","Fiber cans and drums merchant wholesalers","NAICS MANUAL",""
"424130","Filter papers merchant wholesalers","NAICS MANUAL",""
"424130","Foam plastic trays merchant wholesalers","2017 ADD",""
"424130","Gummed tapes (except cellophane) merchant wholesalers","NAICS MANUAL",""
"424130","Industrial supplies, disposable plastics, paper, merchant wholesalers","NAICS MANUAL",""
"424130","Knives, disposable plastics, merchant wholesalers","NAICS MANUAL",""
"424130","Napkins, paper, merchant wholesalers","NAICS MANUAL",""
"424130","Paper (except office supplies, printing paper, stationery, writing paper) merchant wholesalers","NAICS MANUAL",""
"424130","Paper bags merchant wholesalers","NAICS MANUAL",""
"424130","Paper towels merchant wholesalers","2017 ADD",""
"424130","Paperboard and paperboard products (except office supplies) merchant wholesalers","NAICS MANUAL",""
"424130","Personal sanitary paper products merchant wholesalers","NAICS MANUAL",""
"424130","Plastics bags merchant wholesalers","NAICS MANUAL",""
"424130","Plastics foam products, disposable (except packaging, packing), merchant wholesalers","NAICS MANUAL",""
"424130","Pressed and molded pulp goods (e.g., egg cartons, shipping supplies) merchant wholesalers","NAICS MANUAL",""
"424130","Sacks, paper, merchant wholesalers","NAICS MANUAL",""
"424130","Sanitary food containers (e.g., disposable plastics, paper, paperboard) merchant wholesalers","NAICS MANUAL",""
"424130","Sanitary paper products merchant wholesalers","NAICS MANUAL",""
"424130","Shipping supplies, paper and disposable plastics, merchant wholesalers","NAICS MANUAL",""
"424130","Shopping bags, paper and plastics, merchant wholesalers","NAICS MANUAL",""
"424130","Tableware, disposable, merchant wholesalers","NAICS MANUAL",""
"424130","Tissue paper, toilet and facial, merchant wholesalers","NAICS MANUAL",""
"424130","Toilet tissue merchant wholesalers","NAICS MANUAL",""
"424130","Waxed paper merchant wholesalers","NAICS MANUAL",""
"424130","Wrapping paper (except giftwrap) merchant wholesalers","NAICS MANUAL",""
"424210","Antibiotics merchant wholesalers","NAICS MANUAL",""
"424210","Antiseptics merchant wholesalers","NAICS MANUAL",""
"424210","Bacteriological medicines merchant wholesalers","2017 ADD",""
"424210","Bandages (except surgical) merchant wholesalers","2017 ADD",""
"424210","Beauty preparations merchant wholesalers","NAICS MANUAL",""
"424210","Beauty supplies merchant wholesalers","NAICS MANUAL",""
"424210","Beauty supply merchant wholesalers","BLS SINGULAR",""
"424210","Biologicals and allied products merchant wholesalers","NAICS MANUAL",""
"424210","Blades, razor, merchant wholesalers","NAICS MANUAL",""
"424210","Blood derivatives merchant wholesalers","NAICS MANUAL",""
"424210","Blood plasma merchant wholesalers","NAICS MANUAL",""
"424210","Botanical drugs and herbs merchant wholesalers","NAICS MANUAL",""
"424210","Botanicals merchant wholesalers","NAICS MANUAL",""
"424210","Colognes merchant wholesalers","NAICS MANUAL",""
"424210","Cosmetics merchant wholesalers","NAICS MANUAL",""
"424210","Dental care preparations merchant wholesalers","2017 ADD",""
"424210","Dentifrices merchant wholesalers","NAICS MANUAL",""
"424210","Deodorants, personal, merchant wholesalers","NAICS MANUAL",""
"424210","Dermatological medicines merchant wholesalers","2017 ADD",""
"424210","Diagnostic reagents merchant wholesalers","NAICS MANUAL",""
"424210","Diagnostics, in-vitro and in-vivo, merchant wholesalers","NAICS MANUAL",""
"424210","Dietary supplements merchant wholesalers","2017 ADD",""
"424210","Drug proprietaries merchant wholesalers","NAICS MANUAL",""
"424210","Drug proprietary merchant wholesalers","BLS SINGULAR",""
"424210","Druggists' sundries merchant wholesalers","NAICS MANUAL",""
"424210","Druggists' sundry merchant wholesalers","BLS SINGULAR",""
"424210","Drugs merchant wholesalers","NAICS MANUAL",""
"424210","Endocrine substances merchant wholesalers","NAICS MANUAL",""
"424210","First-aid kits (except industrial) merchant wholesalers","2017 ADD",""
"424210","First-aid supplies merchant wholesalers","NAICS MANUAL",""
"424210","First-aid supply merchant wholesalers","BLS SINGULAR",""
"424210","Gauze merchant wholesalers","NAICS MANUAL",""
"424210","General-line drugs merchant wholesalers","NAICS MANUAL",""
"424210","Hair care products merchant wholesalers","2017 ADD",""
"424210","Hair preparations (except professional) merchant wholesalers","NAICS MANUAL",""
"424210","Herbal supplements merchant wholesalers","NAICS MANUAL",""
"424210","Hygiene products, oral, merchant wholesalers","2017 ADD",""
"424210","Medical sundries, rubber, merchant wholesalers","NAICS MANUAL",""
"424210","Nonprescription drugs merchant wholesalers","NAICS MANUAL",""
"424210","Perfumes merchant wholesalers","NAICS MANUAL",""
"424210","Pharmaceuticals merchant wholesalers","NAICS MANUAL",""
"424210","Plasmas, blood, merchant wholesalers","NAICS MANUAL",""
"424210","Prescription drugs merchant wholesalers","NAICS MANUAL",""
"424210","Radioactive pharmaceutical isotopes merchant wholesalers","NAICS MANUAL",""
"424210","Radiopharmaceuticals merchant wholesalers","2017 ADD",""
"424210","Razor blades merchant wholesalers","NAICS MANUAL",""
"424210","Razors (except electric) merchant wholesalers","NAICS MANUAL",""
"424210","Rubber goods, medical, merchant wholesalers","NAICS MANUAL",""
"424210","Salts, bath, merchant wholesalers","NAICS MANUAL",""
"424210","Shaving preparations merchant wholesalers","NAICS MANUAL",""
"424210","Skin care preparations merchant wholesalers","2017 ADD",""
"424210","Specialty-line pharmaceuticals merchant wholesalers","NAICS MANUAL",""
"424210","Toilet preparations merchant wholesalers","NAICS MANUAL",""
"424210","Toilet soaps merchant wholesalers","NAICS MANUAL",""
"424210","Toiletries merchant wholesalers","NAICS MANUAL",""
"424210","Toiletry merchant wholesalers","BLS SINGULAR",""
"424210","Toothbrushes (except electric) merchant wholesalers","NAICS MANUAL",""
"424210","Toothpastes merchant wholesalers","2017 ADD",""
"424210","Vaccines merchant wholesalers","NAICS MANUAL",""
"424210","Veterinarians' medicines merchant wholesalers","NAICS MANUAL",""
"424210","Vitamins merchant wholesalers","NAICS MANUAL",""
"424310","Apparel trimmings merchant wholesalers","NAICS MANUAL",""
"424310","Automotive fabrics merchant wholesalers","2017 ADD",""
"424310","Belt and buckle assembly kits merchant wholesalers","NAICS MANUAL",""
"424310","Binding, textile, merchant wholesalers","NAICS MANUAL",""
"424310","Buttons merchant wholesalers","2017 ADD",""
"424310","Drapery material merchant wholesalers","2017 ADD",""
"424310","Embroidery products merchant wholesalers","NAICS MANUAL",""
"424310","Fabrics, textile (except burlap, felt), merchant wholesalers","NAICS MANUAL",""
"424310","Fasteners, clothing, merchant wholesalers","2017 ADD",""
"424310","Fiberglass fabrics merchant wholesalers","NAICS MANUAL",""
"424310","Hair accessories merchant wholesalers","NAICS MANUAL",""
"424310","Hair accessory merchant wholesalers","BLS SINGULAR",""
"424310","Hat and cap materials merchant wholesalers","2017 ADD",""
"424310","Jute piece goods (except burlap) merchant wholesalers","NAICS MANUAL",""
"424310","Labels, textile, merchant wholesalers","NAICS MANUAL",""
"424310","Millinery supplies merchant wholesalers","NAICS MANUAL",""
"424310","Millinery supply merchant wholesalers","BLS SINGULAR",""
"424310","Needles, sewing, merchant wholesalers","NAICS MANUAL",""
"424310","Net goods merchant wholesalers","NAICS MANUAL",""
"424310","Notions merchant wholesalers","2017 ADD",""
"424310","Paddings, apparel, merchant wholesalers","NAICS MANUAL",""
"424310","Piece goods (except burlap, felt) merchant wholesalers","NAICS MANUAL",""
"424310","Remnants, piece goods, merchant wholesalers","NAICS MANUAL",""
"424310","Ribbons, textile, merchant wholesalers","NAICS MANUAL",""
"424310","Sewing accessories merchant wholesalers","NAICS MANUAL",""
"424310","Sewing accessory merchant wholesalers","BLS SINGULAR",""
"424310","Tapes, textile, merchant wholesalers","NAICS MANUAL",""
"424310","Textiles (except burlap, felt) merchant wholesalers","NAICS MANUAL",""
"424310","Thread (except industrial) merchant wholesalers","NAICS MANUAL",""
"424310","Upholstery fabrics merchant wholesalers","2017 ADD",""
"424310","Yard goods, textile (except burlap, felt), merchant wholesalers","NAICS MANUAL",""
"424310","Yarns (except industrial) merchant wholesalers","2017 ADD",""
"424310","Zippers merchant wholesalers","NAICS MANUAL",""
"424320","Accessories, clothing, men's and boy's, merchant wholesalers","2017 ADD",""
"424320","Clothing, men's and boys', merchant wholesalers","NAICS MANUAL",""
"424320","Coats, men's and boys', merchant wholesalers","2017 ADD",""
"424320","Costumes, clothing, men's and boys', merchant wholesalers","2017 ADD",""
"424320","Furnishings (except shoes), men's and boys', merchant wholesalers","NAICS MANUAL",""
"424320","Gloves, men's and boys', merchant wholesalers","NAICS MANUAL",""
"424320","Hats and caps, men's and boys', merchant wholesalers","NAICS MANUAL",""
"424320","Hosiery, men's and boys', merchant wholesalers","NAICS MANUAL",""
"424320","Men's and boys' clothing merchant wholesalers","NAICS MANUAL",""
"424320","Men's and boys' furnishings (except shoes) merchant wholesalers","NAICS MANUAL",""
"424320","Neckties, men's and boys', merchant wholesalers","NAICS MANUAL",""
"424320","Nightwear, men's and boys', merchant wholesalers","NAICS MANUAL",""
"424320","Outerwear, men's and boys', merchant wholesalers","NAICS MANUAL",""
"424320","Sleepwear, men's and boys', merchant wholesalers","2017 ADD",""
"424320","Socks, men's and boys', merchant wholesalers","2017 ADD",""
"424320","Sportswear, men's and boys', merchant wholesalers","NAICS MANUAL",""
"424320","Suits, men's and boys', merchant wholesalers","NAICS MANUAL",""
"424320","Swimwear, men's and boys', merchant wholesalers","NAICS MANUAL",""
"424320","Umbrellas, men's and boys', merchant wholesalers","NAICS MANUAL",""
"424320","Underwear, men's and boys', merchant wholesalers","NAICS MANUAL",""
"424320","Uniforms, men's and boys', merchant wholesalers","2017 ADD",""
"424320","Waterproof garments, men's and boys', merchant wholesalers","2017 ADD",""
"424320","Work clothing, men's and boys', merchant wholesalers","NAICS MANUAL",""
"424330","Baby and infant car seats merchant wholesalers","2017 ADD",""
"424330","Baby and infant high chairs merchant wholesalers","2017 ADD",""
"424330","Baby bottles merchant wholesalers","2017 ADD",""
"424330","Baby clothing merchant wholesalers","NAICS MANUAL",""
"424330","Booster seats merchant wholesalers","2017 ADD",""
"424330","Children's clothing merchant wholesalers","NAICS MANUAL",""
"424330","Clothing accessories, women's, children's, and infants', merchant wholesalers","NAICS MANUAL",""
"424330","Clothing, women's, children's, and infants', merchant wholesalers","NAICS MANUAL",""
"424330","Coats, women's, children's, and infants', merchant wholesalers","2017 ADD",""
"424330","Costumes, women's, children's, and infants', merchant wholesalers","2017 ADD",""
"424330","Diapers (except paper) merchant wholesalers","NAICS MANUAL",""
"424330","Dresses merchant wholesalers","NAICS MANUAL",""
"424330","Fur clothing merchant wholesalers","NAICS MANUAL",""
"424330","Furnishings (except shoes), women's, girls', and infants', merchant wholesalers ","2017 ADD",""
"424330","Gloves, women's, children's, and infants', merchant wholesalers","NAICS MANUAL",""
"424330","Handbags merchant wholesalers","NAICS MANUAL",""
"424330","Hats and caps, women's, girls', and infants', merchant wholesalers","2017 ADD",""
"424330","Hosiery, women's and girls', merchant wholesalers","NAICS MANUAL",""
"424330","Hosiery, women's, children's, and infants', merchant wholesalers","NAICS MANUAL",""
"424330","Infants' clothing merchant wholesalers","NAICS MANUAL",""
"424330","Lingerie merchant wholesalers","NAICS MANUAL",""
"424330","Millinery merchant wholesalers","NAICS MANUAL",""
"424330","Nightwear, women's, children's, and infants', merchant wholesalers","2017 ADD",""
"424330","Outerwear, women's, children's, and infants', merchant wholesalers","NAICS MANUAL",""
"424330","Purses merchant wholesalers","2017 ADD",""
"424330","Sleepwear, women's, children's, and infants', merchant wholesalers","2017 ADD",""
"424330","Socks, women's, children's, and infants', merchant wholesalers","2017 ADD",""
"424330","Strollers merchant wholesalers","2017 ADD",""
"424330","Swimwear, women's, children's, and infants', merchant wholesalers","NAICS MANUAL",""
"424330","Umbrellas, women's and girls', merchant wholesalers","2017 ADD",""
"424330","Underwear, women's, children's, and infants', merchant wholesalers","NAICS MANUAL",""
"424330","Uniforms, women's, children's, and infants', merchant wholesalers","2017 ADD",""
"424330","Unisex clothing merchant wholesalers","NAICS MANUAL",""
"424330","Waterproof garments, women's, children's, and infants', merchant wholesalers","2017 ADD",""
"424330","Women's and children's clothing accessories merchant wholesalers","NAICS MANUAL",""
"424330","Women's and children's clothing accessory merchant wholesalers","BLS SINGULAR",""
"424330","Women's clothing merchant wholesalers","NAICS MANUAL",""
"424340","Athletic footwear merchant wholesalers","NAICS MANUAL",""
"424340","Boots (e.g., hiking, western, work) merchant wholesalers","NAICS MANUAL",""
"424340","Footwear merchant wholesalers","NAICS MANUAL",""
"424340","Leather cut stock for shoe and boot merchant wholesalers","NAICS MANUAL",""
"424340","Shoe accessories merchant wholesalers","2017 ADD",""
"424340","Shoes merchant wholesalers","NAICS MANUAL",""
"424340","Slippers merchant wholesalers","NAICS MANUAL",""
"424410","Food, general-line, merchant wholesalers","2017 ADD",""
"424410","General-line groceries merchant wholesalers","NAICS MANUAL",""
"424410","General-line grocery merchant wholesalers","BLS SINGULAR",""
"424410","Groceries, general-line, merchant wholesalers","NAICS MANUAL",""
"424420","Bakery products, frozen, merchant wholesalers","NAICS MANUAL",""
"424420","Dinners, frozen, merchant wholesalers","NAICS MANUAL",""
"424420","Doughs, frozen, merchant wholesalers","NAICS MANUAL",""
"424420","Fish, packaged frozen, merchant wholesalers","NAICS MANUAL",""
"424420","Foods, prepared, packaged frozen, merchant wholesalers","2017 ADD",""
"424420","Frozen foods, packaged (except dairy products), merchant wholesalers","NAICS MANUAL",""
"424420","Fruits, frozen, merchant wholesalers","NAICS MANUAL",""
"424420","Juices, frozen, merchant wholesalers","NAICS MANUAL",""
"424420","Meats, packaged frozen, merchant wholesalers","NAICS MANUAL",""
"424420","Pies (e.g., fruit, meat, poultry), frozen, merchant wholesalers","NAICS MANUAL",""
"424420","Pizzas, frozen, merchant wholesalers","NAICS MANUAL",""
"424420","Poultry, packaged frozen, merchant wholesalers","NAICS MANUAL",""
"424420","Prepared foods, frozen (except dairy products), merchant wholesalers","NAICS MANUAL",""
"424420","Pretzels, frozen, merchant wholesalers","NAICS MANUAL",""
"424420","Seafoods, packaged frozen, merchant wholesalers","NAICS MANUAL",""
"424420","Soups, frozen, merchant wholesalers","NAICS MANUAL",""
"424420","Vegetables, frozen, merchant wholesalers","NAICS MANUAL",""
"424430","Butter merchant wholesalers","NAICS MANUAL",""
"424430","Buttermilk merchant wholesalers","2017 ADD",""
"424430","Cheese merchant wholesalers","NAICS MANUAL",""
"424430","Cream merchant wholesalers","NAICS MANUAL",""
"424430","Cream stations merchant wholesalers","NAICS MANUAL",""
"424430","Creamery products (except canned) merchant wholesalers","NAICS MANUAL",""
"424430","Dairy depots merchant wholesalers","NAICS MANUAL",""
"424430","Dairy products (except canned, dried) merchant wholesalers","NAICS MANUAL",""
"424430","Dairy products, frozen, merchant wholesalers","NAICS MANUAL",""
"424430","Desserts, dairy, merchant wholesalers","NAICS MANUAL",""
"424430","Frozen yogurt merchant wholesalers","2017 ADD",""
"424430","Ice cream and ices merchant wholesalers","NAICS MANUAL",""
